THEME:INTRO|Intro
NAME:MONKEY|Monkey
NAME:WEEK1|Wall Street
NAME:WEEK2|Army of the Potomac (2-6)
NAME:WEEK3|Mutually Assured Destruction
NAME:WEEK4|Russian Roulette (2-8)
NAME:WEEK5|Lady of the Lake
NAME:WEEK6|Lost Lake (2-4)
NAME:WEEK7|Sea of Isolation (2-4)
NAME:WEEK8|Oceanside (2-4)
NAME:WEEK9|Pacific Heights (2-4)
NAME:WEEK10|Bermuda Triangle (2-6)
NAME:WEEK11|Sleep with the Fishes
NAME:WEEK12|Boat Show
NAME:WEEK13|Amerika's Cup
NAME:WEEK14|Tsunami (2-4)
NAME:WEEK15|Valley of Gems (2-4)
NAME:WEEK16|Streets of Gold (2-6)
NAME:WEEK17|Goldmine
NAME:WEEK18|Goldfinger
NAME:WEEK19|King Midas
NAME:WEEK20|Yellow Brick Road
NAME:WEEK21|Box Canyon
NAME:WEEK22|Mount Olympus (2-4)
NAME:WEEK23|Red Rocks
NAME:WEEK24|Cloudscape
NAME:WEEK25|Fodder Hills
NAME:WEEK26|Sovereign Land (2)
NAME:WEEK27|Shrapnel Mountain (2-4)
NAME:WEEK28|Xanadu
NAME:WEEK29|Megalopolis
NAME:WEEK30|Sinkhole (2-4)
NAME:WEEK31|Canyon View
NAME:WEEK32|POW Camp
NAME:WEEK33|Northwest Territory
NAME:WEEK34|Louisiana Purchase
NAME:WEEK35|Bay of Pigs (2-6)
NAME:WEEK36|Chicago Fire
NAME:WEEK37|Broadway and 42nd
NAME:WEEK38|Deadman's Ridge (2)
NAME:WEEK39|City Under Siege (2-4)
NAME:WEEK40|Wild West
NAME:WEEK41|Kalifornia (2-6)
NAME:WEEK42|Romanov's Revenge
NAME:WEEK43|Yuri's Plot (2-3)
NAME:WEEK44|Carville's Convoy (2-4)
NAME:WEEK45|Mr. President
NAME:WEEK46|Moscow on line 2
NAME:WEEK47|Invasion Confirmed (2-4)
NAME:WEEK48|Nuclear Threat
NAME:WEEK49|Tanya's Training Grounds (2-4)
NAME:WEEK50|Apocalypse on the Move
NAME:WEEK51|No more Flak
NAME:WEEK52|Fire Break
NAME:WEEK53|Shooting Star
NAME:WEEK54|Close Quarters
NAME:WEEK55|Breakaway (2-3)
NAME:WEEK56|Rockets Red Glare (2-4)
NAME:WEEK57|Red Badge
NAME:WEEK58|Loaded Barrel (2)
NAME:WEEK59|Killer Instinct (2-3)
NAME:WEEK60|Territorial Imperative (2-8)
NAME:WEEK61|Manifest Destiny
NAME:WEEK62|Monroe Doctrine
NAME:WEEK63|Element of Chance
NAME:WEEK64|Brink of Disaster (2-4)
NAME:WEEK65|Surprise Visit
NAME:WEEK66|Pop Quiz
NAME:WEEK67|Crunch Mode
NAME:WEEK68|Trash Compactor
NAME:WEEK69|Meat Grinder (2)
NAME:WEEK70|Blender
NAME:WEEK71|Proud and Few
NAME:WEEK72|Semper Fi
NAME:WEEK73|Hail Mary (2)
NAME:WEEK74|No Rest for the Wicked (2-4)
NAME:WEEK75|A Bridge Too Far
NAME:WEEK76|Stormy Weather (2-4)
NAME:WEEK77|Episode 1
NAME:WEEK78|Dustbowl (2)
NAME:WEEK79|Obedience Training
NAME:WEEK80|Death trap (2-8)
NAME:WEEK81|Deadman Walking
NAME:WEEK82|Skyscraper (5)
NAME:WEEK83|Powder Keg (2-8)
NAME:WEEK84|Angst Driven
NAME:WEEK85|Roundhouse Kick (2-4)
NAME:WEEK86|Country Swing (2-4)
NAME:WEEK87|Toxic Spill
NAME:WEEK88|Extinction Level Event
NAME:WEEK89|Lightning Rod
NAME:WEEK90|The Maze
NAME:WEEK91|Tower of Power (2-4)
NAME:WEEK92|Pack Animal
NAME:WEEK93|Riding Shotgun
NAME:WEEK94|Happy Trails (2)
NAME:WEEK95|Shiny New Tank
NAME:WEEK96|Head for the Hills (2-4)
NAME:WEEK97|Tourney
NAME:WEEK98|Matchmaker
NAME:WEEK99|Duel
NAME:WEEK100|Boot Camp
NAME:WEEK101|Sanctioned Event 1
NAME:WEEK102|Sanctioned Event 2
NAME:WEEK103|Sanctioned Event 3
NAME:WEEK104|Sanctioned Event 4
NAME:WEEK105|Tournament 1
NAME:WEEK106|Tournament 2
NAME:WEEK107|Tournament 3
NAME:WEEK108|Tournament 4
NAME:WEEK109|Arena (2-4)
NAME:WEEK110|Scavenger Hunt
NAME:WEEK111|Capture the Flag
NAME:WEEK112|Olympics 1
NAME:WEEK113|Olympics 2
NAME:WEEK114|Olympics 3
NAME:WEEK115|Olympics 4
NAME:WEEK116|Clean Shave
NAME:WEEK117|Fallout Shelter
NAME:WEEK118|New Heights (2)
NAME:CAMOV01|Movie Screen
NAME:CAMOV02|Concession Stand
NAME:COOPDESC1|- Texas DMZ - \n It's Americans versus Soviets in the Southwestern United States. Players must push the Soviets and their Cuban allies out of the Texas plains. The campaign ends with the destruction of a Russian fortress just inside the Mexican border. Difficulty is EASY.
NAME:COOPDESC2|- European Theater - \n Knock on the Soviet's front door in Eastern Europe. Players choose between British, French and German Allies. The battle ends with an attack across the Russian border at a major Soviet outpost. Difficulty is EASY.
NAME:COOPDESC3|- Guardians of the East - \n The Republic of Korea must thwart Soviet aggression in South East Asia. The campaign culminates with the Korean forces invading the snowy shoreline of eastern Russia. Difficulty is MODERATE.
NAME:COOPDESC4|- African Warlords - \n Seize the oil fields of North Africa. Players control Iraqi and Libyan factions, fighting European Allies. Difficulty is MODERATE.
NAME:COOPDESC5|- Red Storm - \n Players choose among the American and European Allies to fight the Russians in the North Sea and across Northern Europe. The campaign ends with a spectacular naval battle in the cold Baltic sea. Difficulty is HARD.
NAME:CABUNK01|Bunker
NAME:INTROMOVIE|Intro Movie
NAME:APARA|Airborne
NAME:TOURNEY4|Official Tournament Map A (2)
NAME:TOURNEY5|Official Tournament Map B (2)
NAME:OBSERVER|Observer
NAME:YURICOUNTRY|Yuri
NAME:INIT|Initiate
NAME:VIRUS|Virus
NAME:BRUTE|Brute
NAME:YURICLONE|Yuri Clone
NAME:YURIPRIME|Yuri Prime
NAME:LASHER|Lasher Light Tank
NAME:GATTTANK|Gattling Tank
NAME:CHAOSDRONE|Chaos Drone
NAME:MASTERMIND|Master Mind
NAME:MAGNETRON|Magnetron
NAME:YMCV|Yuri MCV
NAME:BOOMER|Boomer
NAME:BIOR|Bio Reactor
NAME:YBARRACKS|Yuri Barracks
NAME:YWARFACTORY|Yuri War Factory
NAME:GRINDER|Grinder
NAME:YBLAB|Yuri Battle Lab
NAME:YNAVAL|Yuri Naval Yard
NAME:YAPSYT|Psychic Tower
NAME:GATTCANNON|Gattling Cannon
NAME:CITADEL|Citadel Walls
NAME:YAPPET|Psychic Dominator
NAME:BATTLEFORTRESS|Battle Fortress
NAME:GUARDIANGI|Guardian GI
NAME:SIEGECHOPPER|Siege Chopper
NAME:BORIS|Boris
NAME:INDUSTRIALPLANT|Industrial Plant
NAME:NATBNK|Tank Bunker
NAME:ALL_COOP|Allied Campaign
NAME:SOV_COOP|Soviet Campaign
NAME:YURI_COOP|Yuri Campaign
NAME:WORLD_COOP|World Alliance
NAME:ARENA33|Arena 33 Forever (2-6)
NAME:VALGIRL|Death Valley Girl (2-4)
NAME:DINOWARS|Dino Wars (2-8)
NAME:DINOZOO|Dinosaur Zoo (2-8)
NAME:2XTRBLE|Double Trouble (2-4)
NAME:DRYHEAT|Dry Heat (2-4)
NAME:EASTVSBEST|East vs Best (2-6)
NAME:4CRNERS|Four Corners (2-4)
NAME:OADES|Isle Of Oades (2-4)
NAME:MONVALLEY|Monument Valley (2-6)
NAME:MOONBASE|Moon Base (2-4)
NAME:OFFDEF|Offense Defense (2-4)
NAME:OTTERSREVENGE|Otters Revenge (2-4)
NAME:FORFIRES|Return to Forest Fires
NAME:SEDONAPASS|Sedona Pass (2-6)
NAME:SPOLESLUG|South Pole Slugfest (2-4)
NAME:TOPOTHEHILL|Top o'the Hill (2-3)
NAME:TOUROFEGYPT|Tour Of Egypt (2-6)
NAME:TRAILERPARK|Trailer Park (2-8)
NAME:TURFWAR|Turfwar (2-4)
NAME:YAGNTC|Genetic Mutator
NAME:NABNKR|Battle Bunker
NAME:COOPDESC11|Soviet bases in Cuba pose a threat to the Continental United States so they must be eliminated. Commander 1 will take control of our secret Air Force Command near the coast. Commander 2 will secure the city of Havana.
NAME:COOPDESC12|Yuri has managed to establish bases in the Hollywood Hills. Commander 1 will take charge of the area around LAX. Commander 2 will take command of the power and oil facilities just east of the freeway.
NAME:COOPDESC13|You have successfully driven Yuri and his Russian allies back into the USSR. The time has come to finish them, Commanders. Establish your bases and end this war.
NAME:COOPDESC21|The Americans believe they can hold Seattle. Crush thier defensive positions and let us move on to more glorious battles. Commander 1 will take command of our naval forces, while Commander 2 prepares for a crushing armored assault.
NAME:COOPDESC22|The traitor Yuri is rebuilding his forces in the Egyptian desert. Commander 1 will take charge of our old base along the Nile. Commander 2 must protect our oil fields just south of Yuri's front lines.
NAME:COOPDESC23|It appears the Black Forest of Germany will be the final resting place of both our enemies. Both seek out Einstein's laboratory in vain hope it will give them hope of survival. Intelligence has pin pointed the location of the nuclear reactors that must surely power Einstein's lab. Secure your positions and then seek out and destroy the enemies of the Soviet state once and for all.
NAME:COOPDESC31|The Allies have constructed defenses around their precious White House. They hide behind their technology like scared children. Establish your bases and end their poor mindless attempts to hold us back.
NAME:COOPDESC32|The Red Army has managed to steal the Allies prism technology and is trying to develop their own version of the Prism Tower at a secret research facility deep in the Yucatan jungle. We will launch a surprise attack on their base and squash the Soviets last hope for victory. Commander 1 will begin north of a small oil field. Commander two will begin just east of a local airport.
NAME:COOPDESC33|The Allies and Soviets have allied against us. They have gathered the last of their forces in London. Commander 1 will control our oil derrick in the city and Commander 2 will control the hospital across the Thames. This victory will ensure Yuri's mastery of the world.
NAME:COOPDESC41|In the wake of the Soviet invasion, Yuri has established two bases in the heart of New York City. No longer under Yuri's control, the Red Army has allied with the Americans to defeat the traitor.
NAME:CASLAB|Tech Secret Lab
NAME:DISK|Floating Disc
NAME:SMIN|Slave Miner
NAME:SLAV|Slave
NAME:YACNST|Yuri Construction Yard
NAME:ROBOTANK|Robot Tank
NAME:ROBOCONT|Robot Control Center
NAME:FORCESHIELD|Force Shield
NAME:TESTERSMAP|Tester's Map
NAME:ALL01MD|Operation: Time Lapse
NAME:ALL02MD|Operation: Hollywood and Vain
NAME:ALL03MD|Operation: Power Play
NAME:ALL04MD|Operation: Tomb Raided
NAME:ALL05MD|Operation: Clones Down Under
NAME:ALL07MD|Operation: Brain Dead
NAME:SOV01MD|Operation: Time Shift
NAME:SOV02MD|Operation: Deja Vu
NAME:SOV03MD|Operation: Brain Wash
NAME:SOV04MD|Operation: Romanov on the Run
NAME:SOV05MD|Operation: Escape Velocity
NAME:SOV06MD|Operation: To The Moon
NAME:SOV07MD|Operation: Head Games
NAME:SPYP|Spy Plane
NAME:AUSTIN|Austin, TX (2-4)
NAME:TRIPLE|Triple Crossed (3-6)
NAME:WIMPS|No Wimps (2-4)
NAME:MNTRUSH|Mount Rush More (2-5)
NAME:CAML|Camel
NAME:EINS|Einstein
NAME:DNOA|T-Rex
NAME:CLNT|Flint Westwood
NAME:RMNV|Premier Romanov
NAME:MUMY|Mummy
NAME:STLN|Sammy Stallion
NAME:ARND|Arnnie Frankenfurter
NAME:CAEGYP03|Sphinx
NAME:CALA01|Mini Mall
NAME:CALA09|Convenience Store
NAME:CALOND04|British Parliament
NAME:CALOND06|Tower of London
NAME:CALOND05|Big Ben
NAME:CAMORR05|Rick's Place
NAME:CASANF05|Alcatraz
NAME:CASANF04|Golden Gate Bridge
NAME:CASANF15|Alcatraz Water Tower
NAME:CASEAT02|MassiveSoft Campus
NAME:CASYDN03|Sydney Opera House
NAME:CAEAST01|Moai
NAME:CAEAST02|Yuri Statue
NAME:CATRAN03|Yuri's Fortress
NAME:CALA03|Hollywood Sign
NAME:CALA04|Hollywood Bowl
NAME:CALA05|LAX
NAME:CALA06|LAX Control Tower
NAME:CALA08|Car Dealership
NAME:CASEAT01|Seattle Space Needle
NAME:CASYDN02|McRoo Burger
NAME:CATRAN01|Crypt
NAME:LUNR|Cosmonaut
NAME:CAMACH|Tech Machine Shop
NAME:BLACKCAB|Black Cab
NAME:YCAB|Yellow Cab
NAME:DOLY|Camera Dolly
NAME:CBLC|Cable Car
NAME:FTRK|Fire Truck
NAME:AMBU|Ambulance
NAME:CALA07|Movie Theater
NAME:YAROCK|Unknown Building
NAME:RVIEW|Remote Viewing
NAME:YURIRAD|Psychic Radar
NAME:FRANK01|This game mode requires more than one player.
NAME:FRANK02|This game mode requires more than one human player.
NAME:FRANK03|This game mode requires more than one team.
NAME:FRANK04|You must be a registered user to get this map.
NAME:PTBLANK|Point Blank
NAME:RUSHHR|Rush Hour (2-4)
NAME:HIDVALLY|Hidden Valley (2)
NAME:DPFREEZE|Deep Freeze
NAME:OASIS|Oasis
NAME:ACRSSNILE|Across the Nile
NAME:DTHVALLEY|Death Valley
NAME: CNTRPUNCH|Counterpunch
NAME:STPARADE|Main Street Parade
NAME:TRBLWTR|Troubled Waters
NAME:SINKSWIM|Sink or Swim
NAME: DSRTMRCH|Desert March
NAME: DEATHMRCH|Death March
NAME:BLDFEUD|Blood Feud (2)
NAME:BUOY|Buoyancy
NAME:TRGTACQRD|Target Acquired
NAME:MOJORISE|Mojo Rising
NAME:MOJOSPIRIT|The Spirit of Mojo One
NAME:BRDRSKIRM|Border Skirmish
NAME:FOOTWORK|Fancy Footwork
NAME:GOLONG|Going the Distance
NAME:CUBEWRLD|Cubicle World
NAME:DEATHDOOR|At Death's Door
NAME:2PEAKS|Twin Peaks (2)
NAME:IAMTHELAW|Martial Law
NAME:RIOT|Civilian Unrest
NAME:UNREPENT|Unrepentant
NAME:BRIDGEGAP|Bridging the Gap (2-6)
NAME:CSTLEYURI|Castle Yuri
NAME:WOLFNLNDN|Werewolves of London
NAME:POLAROP|Polar Opposites
NAME:OPPOSEFRCE|Opposing Force
NAME:CITYSCAPE|Cityscape
NAME:URBRENEWAL|Urban Renewal
NAME:HAVOC|Major Havoc
NAME:BETWEEN|A Hill Between (2)
NAME:LANDORSEA|By Land or By Sea
NAME:STORMSIEGE|Storm Siege
NAME:PARTS|Component Parts
NAME:CIRCUITBRD|Circuit Board
NAME:BOMBING|Air Strike
NAME:CNDTNRED|Condition Red
NAME:MOJOLAND|Mojo's Landing
NAME:ISLEOLAND|Islands on the Land
NAME:5PTHARNESS|Five-point Harness
NAME:CFODDER2|Canyon Fodder II
NAME:INCOMING|Incoming
NAME:SILOARMED|Silos Armed
NAME:YURIAGAIN|Return of Yuri
NAME:MOJODOJO|Mojo's Dojo
NAME:HITDECK|Hit the Deck
NAME:HARDDECK|Hard Deck
NAME:FACEDWN|Face Down (2-4)
NAME:PETCMETRY|Pet Cemetery
NAME:CARWARS|Car Wars
NAME:FIGHT|Let There Be Fight (2)
NAME:PATHTAKEN|The Path Most Taken
NAME:MNKYTREX|Crouching Monkey, Hidden T-Rex
NAME:LOSTWRLD|The Time The World Forgot
NAME:HEATWAVE|Heat wave
NAME:FROSTBITE|Frostbite (2-4)
NAME:MALARIA|Malaria
NAME:LONGNIGHT|The Longest Night
NAME:CITYVILLE|Downtown, Cityville (2-4)
NAME:KTOURN1|Korea Tournament 1
NAME:KTOURN2|Korea Tournament 2
NAME:ATOURN1|America Tournament 1
NAME:ATOURN2|America Tournament 2
NAME:GTOURN1|German Tournament 1
NAME:GTOURN2|German Tournament 2
NAME:ECNTYSDE|English Countryside
NAME:CRISISCO|Crisis in the Costwolds
NAME:LONDONFL|London Falling
NAME:RIVERRAM|River Rampage
NAME:RIVERRAI|River Raid
NAME:TOWERTRO|Tower Trouble
NAME:WAROFTHE|War of the Roses
NAME:SCARSOFS|Scars of Scotland
NAME:EYGPTIAN|Egyptian Munitions
NAME:LITTLEPI|Little Piece of Dune (2)
NAME:DUNEPATR|Dune Patrol (2)
NAME:MOONPATR|Moon Patrol
NAME:MOONBREA|Moon Breaker
NAME:CRATERCA|Crater Canyon
NAME:TAMPICOT|Tampico Trauma
NAME:MANHATTA|Manhattan Mayhem (2-4)
NAME:BRONXBOM|Bronx Bombers
NAME:HARLEMHO|Harlem Hotspot
NAME:TRANSYLV|Transylvania Trouble
NAME:TNKRSHHR|Tank Rush Hour
NAME:TESLATER|Tesla Termination
NAME:SIBERIAN|Siberian Wasteland
NAME:HARVESTE|Harvester Home
NAME:ORETRUCK|Ore Truck Driver Blues
NAME:SQUEAKYA|Squeaky Axle
NAME:SAHARAMI|Sahara Mirage (2)
NAME:ISLANDRU|Island Ruins
NAME:YURISLEG|Yuri's Legacy
NAME:ONEVSMAN|One vs Many (2-4)
NAME:OPRATANN|Operation: Annihilation
NAME:TERRAINF|Terrain Feature
NAME:LANDACCE|Land Access Denied
NAME:NEAROREF|Near Ore Far (2-8)
NAME:RUNNINGT|Running the Gauntlet (2)
NAME:OPRATDEA|Operation: Deathwatch
NAME:WARMONGE|Warmonger
NAME:ASSAULTA|Assault and Pepper
NAME:EXPOSEDF|Exposed Flanks (2-4)
NAME:GROUNDZE|Ground Zero (2-4)
NAME:CLAYMORE|Claymore
NAME:CODEBROA|Codename: Broadsword
NAME:LGHTCAVL|Light Cavalry
NAME:VALHALLA|Valhalla
NAME:CAGEDTIG|Caged Tiger
NAME:BLASTRAD|Blast Radius
NAME:EXPANDED|Expanded Empire
NAME:FALLENEM|Fallen Empire
NAME:SHATTERE|Shattered Ruins
NAME:BATTLECR|Battle Creek
NAME:MONSTERM|Monster Movie
NAME:LDNTHEDA|London, the day after (2-6)
NAME:STATNTAR|Stationary Target
NAME:DSGNTARG|Designated Target
NAME:HIGHEXPR|High Explosive Round
NAME:FULLAUTO|Full Auto
NAME:REACTARM|Reactive Armor
NAME:TRNOFLIE|A Tournament of Lies
NAME:UNANSCHA|Unanswered Challenge
NAME:OPNGTSTK|Operation: Knight Stalker
NAME:ARMORPRD|Armor Piercing Round
NAME:TGELIMIN|Target Eliminated
NAME:JOUST|Joust (2)
NAME:STARFISH|Starfish (2-5)
NAME:THREECRD|Three's a Crowd (2-3)
NAME:SIX_PACK|Six Pack (2-6)
NAME:FOURODIA|The Four of Diamonds (2-4)
NAME:SEVEN_UP|Seven Up (2-7)
NAME:ATETOOMU|Ate too Much (2-8)
NAME:CUPLET|Cuplet (2)
NAME:IAMB|Iambic Iam (2)
NAME:PENTAMET|Pentameter (2-5)
NAME:UNFAIRAD|Unfair Advantage
NAME:CREVASSE|Crevasse
NAME:ICE_AGE|Ice Age
NAME:IRVINECA|Irvine, California
NAME:CALA10|Billboard
NAME:CAURB03|Spotlight
NAME:CASTRT05|Bus Stop
NAME:CABARR|Hedgehog
NAME:CASIN03|Construction Sign
NAME:CAURB02|Fire Hydrant
NAME:CATIME02|Time Machine
NAME:CAURB01|Telephone Booth
NAME:DNOB|Brachiosaurus
NAME:BPLN|MiG
NAME:JEEP|Jeep
NAME:YACOMD|Yuriґs Command Center
NAME:REDBUS|Bus
NAME:GLOBE|Globe Theater
NAME:ALL06MD|Operation: Trick or Treaty
NAME:CAPOWR|Tech Power Plant
NAME:CIVILIAN_PLANE|Passenger Plane
NAME:PSYREVEAL|Psychic Reveal
NAME:CALUNR01|Lunar Lander
NAME:ESCALATION|Escalation (2-4)
NAME:ALLFINALMOVIE|Allied Victory
NAME:SOVFINALMOVIE|Soviet Victory
NAME:ALL01MDSAV|Allied 01 - Time Lapse
NAME:ALL02MDSAV|Allied 02 - Hollywood and Vain
NAME:ALL03MDSAV|Allied 03 - Power Play
NAME:ALL04MDSAV|Allied 04 - Tomb Raided
NAME:ALL05MDSAV|Allied 05 - Clones Down Under
NAME:ALL06MDSAV|Allied 06 - Trick or Treaty
NAME:ALL07MDSAV|Allied 07 - Brain Dead
NAME:ALLFINALE|Allied Finale
NAME:SOV01MDSAV|Soviet 01 - Time Shift
NAME:SOV02MDSAV|Soviet 02 - Deja Vu
NAME:SOV03MDSAV|Soviet 03 - Brain Wash
NAME:SOV04MDSAV|Soviet 04 - Romanov on the Run
NAME:SOV05MDSAV|Soviet 05 - Escape Velocity
NAME:SOV06MDSAV|Soviet 06 - To The Moon
NAME:SOV07MDSAV|Soviet 07 - Head Games
NAME:SOVFINALE|Soviet Finale
NAME:HERO1|Cowboy
NAME:HERO2|Bodybuilder
NAME:HERO3|Hero
